"id","district_id","case_id","date","total"
766,"3216",7,"2020-08-07",0
777,"3217",7,"2020-08-07",0
788,"3218",7,"2020-08-07",0
799,"3271",7,"2020-08-07",0
810,"3272",7,"2020-08-07",0
821,"3273",7,"2020-08-07",0
832,"3274",7,"2020-08-07",0
843,"3275",7,"2020-08-07",0
854,"3276",7,"2020-08-07",0
865,"3277",7,"2020-08-07",0
876,"3278",7,"2020-08-07",46
887,"3279",7,"2020-08-07",0
602,"3201",8,"2020-08-07",163
613,"3202",8,"2020-08-07",25
624,"3203",8,"2020-08-07",0
635,"3204",8,"2020-08-07",26
646,"3205",8,"2020-08-07",0
657,"3206",8,"2020-08-07",0
668,"3207",8,"2020-08-07",0
679,"3208",8,"2020-08-07",1
690,"3209",8,"2020-08-07",1
701,"3210",8,"2020-08-07",7
712,"3211",8,"2020-08-07",4
723,"3212",8,"2020-08-07",73
734,"3213",8,"2020-08-07",0
745,"3214",8,"2020-08-07",1
756,"3215",8,"2020-08-07",57
767,"3216",8,"2020-08-07",32
778,"3217",8,"2020-08-07",7
789,"3218",8,"2020-08-07",0
800,"3271",8,"2020-08-07",1
811,"3272",8,"2020-08-07",2
822,"3273",8,"2020-08-07",0
833,"3274",8,"2020-08-07",0
844,"3275",8,"2020-08-07",7
855,"3276",8,"2020-08-07",7
866,"3277",8,"2020-08-07",0
877,"3278",8,"2020-08-07",5
888,"3279",8,"2020-08-07",0
603,"3201",9,"2020-08-07",0
614,"3202",9,"2020-08-07",0
625,"3203",9,"2020-08-07",0
636,"3204",9,"2020-08-07",0
647,"3205",9,"2020-08-07",0
658,"3206",9,"2020-08-07",0
669,"3207",9,"2020-08-07",0
680,"3208",9,"2020-08-07",1
691,"3209",9,"2020-08-07",0
702,"3210",9,"2020-08-07",0
713,"3211",9,"2020-08-07",0
724,"3212",9,"2020-08-07",0
735,"3213",9,"2020-08-07",0
746,"3214",9,"2020-08-07",6
757,"3215",9,"2020-08-07",2
768,"3216",9,"2020-08-07",11
779,"3217",9,"2020-08-07",0
790,"3218",9,"2020-08-07",1
801,"3271",9,"2020-08-07",0
812,"3272",9,"2020-08-07",0
823,"3273",9,"2020-08-07",0
834,"3274",9,"2020-08-07",0
845,"3275",9,"2020-08-07",0
856,"3276",9,"2020-08-07",0
867,"3277",9,"2020-08-07",0
878,"3278",9,"2020-08-07",0
889,"3279",9,"2020-08-07",0
604,"3201",10,"2020-08-07",0
615,"3202",10,"2020-08-07",0
626,"3203",10,"2020-08-07",0
637,"3204",10,"2020-08-07",12
648,"3205",10,"2020-08-07",0
659,"3206",10,"2020-08-07",0
670,"3207",10,"2020-08-07",0
681,"3208",10,"2020-08-07",0
692,"3209",10,"2020-08-07",0
703,"3210",10,"2020-08-07",0
714,"3211",10,"2020-08-07",0
725,"3212",10,"2020-08-07",4
736,"3213",10,"2020-08-07",0
747,"3214",10,"2020-08-07",0
758,"3215",10,"2020-08-07",1
769,"3216",10,"2020-08-07",8
780,"3217",10,"2020-08-07",0
791,"3218",10,"2020-08-07",0
802,"3271",10,"2020-08-07",0
813,"3272",10,"2020-08-07",0
824,"3273",10,"2020-08-07",0
835,"3274",10,"2020-08-07",2
846,"3275",10,"2020-08-07",0
857,"3276",10,"2020-08-07",0
868,"3277",10,"2020-08-07",0
879,"3278",10,"2020-08-07",0
890,"3279",10,"2020-08-07",0
605,"3201",11,"2020-08-07",0
616,"3202",11,"2020-08-07",0
627,"3203",11,"2020-08-07",0
638,"3204",11,"2020-08-07",0
649,"3205",11,"2020-08-07",0
660,"3206",11,"2020-08-07",0
671,"3207",11,"2020-08-07",0
682,"3208",11,"2020-08-07",0
693,"3209",11,"2020-08-07",1
704,"3210",11,"2020-08-07",0
715,"3211",11,"2020-08-07",0
726,"3212",11,"2020-08-07",0
737,"3213",11,"2020-08-07",0
748,"3214",11,"2020-08-07",0
759,"3215",11,"2020-08-07",0
770,"3216",11,"2020-08-07",3
781,"3217",11,"2020-08-07",0
792,"3218",11,"2020-08-07",0
803,"3271",11,"2020-08-07",0
814,"3272",11,"2020-08-07",0
825,"3273",11,"2020-08-07",0
836,"3274",11,"2020-08-07",0
847,"3275",11,"2020-08-07",0
858,"3276",11,"2020-08-07",0
869,"3277",11,"2020-08-07",0
880,"3278",11,"2020-08-07",0
891,"3279",11,"2020-08-07",0
949,"3206",3,"2020-08-08",0
938,"3205",3,"2020-08-08",0
927,"3204",3,"2020-08-08",0
916,"3203",3,"2020-08-08",0
905,"3202",3,"2020-08-08",0
894,"3201",3,"2020-08-08",0
985,"3209",6,"2020-08-08",0
974,"3208",6,"2020-08-08",0
963,"3207",6,"2020-08-08",0
952,"3206",6,"2020-08-08",0
941,"3205",6,"2020-08-08",0
930,"3204",6,"2020-08-08",0
919,"3203",6,"2020-08-08",0
908,"3202",6,"2020-08-08",1
897,"3201",6,"2020-08-08",0
1050,"3215",5,"2020-08-08",0
1016,"3212",4,"2020-08-08",0
1005,"3211",4,"2020-08-08",0
994,"3210",4,"2020-08-08",0
983,"3209",4,"2020-08-08",0
972,"3208",4,"2020-08-08",0
961,"3207",4,"2020-08-08",0
950,"3206",4,"2020-08-08",0
939,"3205",4,"2020-08-08",0
928,"3204",4,"2020-08-08",0
917,"3203",4,"2020-08-08",0
906,"3202",4,"2020-08-08",0
895,"3201",4,"2020-08-08",1
1028,"3213",5,"2020-08-08",0
1039,"3214",5,"2020-08-08",0
1183,"3279",6,"2020-08-08",0
1172,"3278",6,"2020-08-08",0
1161,"3277",6,"2020-08-08",0
1061,"3216",5,"2020-08-08",0
1072,"3217",5,"2020-08-08",0
1083,"3218",5,"2020-08-08",0
1094,"3271",5,"2020-08-08",0
1105,"3272",5,"2020-08-08",0
1116,"3273",5,"2020-08-08",0
1127,"3274",5,"2020-08-08",0
1138,"3275",5,"2020-08-08",0
1149,"3276",5,"2020-08-08",0
1160,"3277",5,"2020-08-08",0
902,"3201",11,"2020-08-08",0
913,"3202",11,"2020-08-08",0
924,"3203",11,"2020-08-08",0
935,"3204",11,"2020-08-08",0
946,"3205",11,"2020-08-08",0
957,"3206",11,"2020-08-08",0
968,"3207",11,"2020-08-08",0
979,"3208",11,"2020-08-08",0
990,"3209",11,"2020-08-08",0
1001,"3210",11,"2020-08-08",0
900,"3201",9,"2020-08-08",0
911,"3202",9,"2020-08-08",0
922,"3203",9,"2020-08-08",0
933,"3204",9,"2020-08-08",0
944,"3205",9,"2020-08-08",3
955,"3206",9,"2020-08-08",0
966,"3207",9,"2020-08-08",0
977,"3208",9,"2020-08-08",1
988,"3209",9,"2020-08-08",1
999,"3210",9,"2020-08-08",1
1010,"3211",9,"2020-08-08",0
1021,"3212",9,"2020-08-08",0
1032,"3213",9,"2020-08-08",1
1043,"3214",9,"2020-08-08",0
1054,"3215",9,"2020-08-08",0
1065,"3216",9,"2020-08-08",0
1076,"3217",9,"2020-08-08",0
1087,"3218",9,"2020-08-08",0
1098,"3271",9,"2020-08-08",0
1109,"3272",9,"2020-08-08",53
1120,"3273",9,"2020-08-08",0
1131,"3274",9,"2020-08-08",0
1142,"3275",9,"2020-08-08",0
1153,"3276",9,"2020-08-08",0
1164,"3277",9,"2020-08-08",0
1175,"3278",9,"2020-08-08",0
1186,"3279",9,"2020-08-08",0
1150,"3276",6,"2020-08-08",25
1139,"3275",6,"2020-08-08",9
1128,"3274",6,"2020-08-08",0
1117,"3273",6,"2020-08-08",0
1106,"3272",6,"2020-08-08",0
1030,"3213",7,"2020-08-08",14
1041,"3214",7,"2020-08-08",0
1052,"3215",7,"2020-08-08",0
1063,"3216",7,"2020-08-08",0
1074,"3217",7,"2020-08-08",0
1085,"3218",7,"2020-08-08",0
1096,"3271",7,"2020-08-08",0
1107,"3272",7,"2020-08-08",0
1118,"3273",7,"2020-08-08",150
1129,"3274",7,"2020-08-08",0
1140,"3275",7,"2020-08-08",0
1151,"3276",7,"2020-08-08",0
1162,"3277",7,"2020-08-08",0
1173,"3278",7,"2020-08-08",46
1184,"3279",7,"2020-08-08",0
1181,"3279",4,"2020-08-08",0
1170,"3278",4,"2020-08-08",0
1159,"3277",4,"2020-08-08",0
907,"3202",5,"2020-08-08",0
896,"3201",5,"2020-08-08",0
1068,"3217",1,"2020-08-08",0
1057,"3216",1,"2020-08-08",0
1171,"3278",5,"2020-08-08",0
1182,"3279",5,"2020-08-08",0
1187,"3279",10,"2020-08-08",0
1176,"3278",10,"2020-08-08",0
1165,"3277",10,"2020-08-08",0
1154,"3276",10,"2020-08-08",0
1143,"3275",10,"2020-08-08",13
1132,"3274",10,"2020-08-08",1
1121,"3273",10,"2020-08-08",25
1110,"3272",10,"2020-08-08",0
1046,"3215",1,"2020-08-08",0
1035,"3214",1,"2020-08-08",27
1024,"3213",1,"2020-08-08",0
1013,"3212",1,"2020-08-08",4
1002,"3211",1,"2020-08-08",0
991,"3210",1,"2020-08-08",69
980,"3209",1,"2020-08-08",3
969,"3208",1,"2020-08-08",0
958,"3207",1,"2020-08-08",0
947,"3206",1,"2020-08-08",0
936,"3205",1,"2020-08-08",2
925,"3204",1,"2020-08-08",0
914,"3203",1,"2020-08-08",0
903,"3202",1,"2020-08-08",0
892,"3201",1,"2020-08-08",0
1178,"3279",1,"2020-08-08",0
1167,"3278",1,"2020-08-08",0
1179,"3279",2,"2020-08-08",0
1168,"3278",2,"2020-08-08",0
1157,"3277",2,"2020-08-08",0
1146,"3276",2,"2020-08-08",0
1135,"3275",2,"2020-08-08",0
1124,"3274",2,"2020-08-08",7
1113,"3273",2,"2020-08-08",10
1102,"3272",2,"2020-08-08",32
1091,"3271",2,"2020-08-08",0
1080,"3218",2,"2020-08-08",0
1069,"3217",2,"2020-08-08",0
1058,"3216",2,"2020-08-08",15
1047,"3215",2,"2020-08-08",7
1036,"3214",2,"2020-08-08",7
1025,"3213",2,"2020-08-08",0
1014,"3212",2,"2020-08-08",5
1003,"3211",2,"2020-08-08",0
992,"3210",2,"2020-08-08",0
981,"3209",2,"2020-08-08",0
970,"3208",2,"2020-08-08",0
959,"3207",2,"2020-08-08",0
948,"3206",2,"2020-08-08",0
937,"3205",2,"2020-08-08",0
926,"3204",2,"2020-08-08",0
915,"3203",2,"2020-08-08",0
904,"3202",2,"2020-08-08",0
893,"3201",2,"2020-08-08",0
1099,"3271",10,"2020-08-08",0
1088,"3218",10,"2020-08-08",0
1077,"3217",10,"2020-08-08",0
1066,"3216",10,"2020-08-08",12
1055,"3215",10,"2020-08-08",9
1044,"3214",10,"2020-08-08",6
1033,"3213",10,"2020-08-08",0
1022,"3212",10,"2020-08-08",3
1011,"3211",10,"2020-08-08",0
1000,"3210",10,"2020-08-08",0
1012,"3211",11,"2020-08-08",0
1023,"3212",11,"2020-08-08",0
1034,"3213",11,"2020-08-08",0
1045,"3214",11,"2020-08-08",0
1056,"3215",11,"2020-08-08",0
1067,"3216",11,"2020-08-08",1
1078,"3217",11,"2020-08-08",0
1089,"3218",11,"2020-08-08",0
1100,"3271",11,"2020-08-08",0
1111,"3272",11,"2020-08-08",0
1122,"3273",11,"2020-08-08",0
1133,"3274",11,"2020-08-08",0
1144,"3275",11,"2020-08-08",3
1155,"3276",11,"2020-08-08",0
1166,"3277",11,"2020-08-08",0
1177,"3278",11,"2020-08-08",0
1188,"3279",11,"2020-08-08",0
1156,"3277",1,"2020-08-08",0
1145,"3276",1,"2020-08-08",0
1134,"3275",1,"2020-08-08",0
1123,"3274",1,"2020-08-08",24
1112,"3273",1,"2020-08-08",0
1101,"3272",1,"2020-08-08",95
1090,"3271",1,"2020-08-08",0
1079,"3218",1,"2020-08-08",0
899,"3201",8,"2020-08-08",163
910,"3202",8,"2020-08-08",25
901,"3201",10,"2020-08-08",0
912,"3202",10,"2020-08-08",0
923,"3203",10,"2020-08-08",0
934,"3204",10,"2020-08-08",0
945,"3205",10,"2020-08-08",0
956,"3206",10,"2020-08-08",0
967,"3207",10,"2020-08-08",0
978,"3208",10,"2020-08-08",0
989,"3209",10,"2020-08-08",0
921,"3203",8,"2020-08-08",0
932,"3204",8,"2020-08-08",26
943,"3205",8,"2020-08-08",0
954,"3206",8,"2020-08-08",0
965,"3207",8,"2020-08-08",0
976,"3208",8,"2020-08-08",1
987,"3209",8,"2020-08-08",1
998,"3210",8,"2020-08-08",7
1009,"3211",8,"2020-08-08",4
1020,"3212",8,"2020-08-08",74
1031,"3213",8,"2020-08-08",0
1042,"3214",8,"2020-08-08",2
1053,"3215",8,"2020-08-08",57
1064,"3216",8,"2020-08-08",32
1075,"3217",8,"2020-08-08",7
1086,"3218",8,"2020-08-08",0
1097,"3271",8,"2020-08-08",1
1108,"3272",8,"2020-08-08",2
1119,"3273",8,"2020-08-08",21
1130,"3274",8,"2020-08-08",0
1141,"3275",8,"2020-08-08",7
1152,"3276",8,"2020-08-08",7
1163,"3277",8,"2020-08-08",0
1174,"3278",8,"2020-08-08",5
1185,"3279",8,"2020-08-08",0
898,"3201",7,"2020-08-08",0
909,"3202",7,"2020-08-08",0
920,"3203",7,"2020-08-08",0
931,"3204",7,"2020-08-08",0
942,"3205",7,"2020-08-08",0
953,"3206",7,"2020-08-08",0
964,"3207",7,"2020-08-08",3
975,"3208",7,"2020-08-08",0
986,"3209",7,"2020-08-08",0
997,"3210",7,"2020-08-08",0
1008,"3211",7,"2020-08-08",0
1019,"3212",7,"2020-08-08",0
918,"3203",5,"2020-08-08",0
929,"3204",5,"2020-08-08",0
940,"3205",5,"2020-08-08",0
951,"3206",5,"2020-08-08",0
962,"3207",5,"2020-08-08",0
973,"3208",5,"2020-08-08",0
984,"3209",5,"2020-08-08",0
995,"3210",5,"2020-08-08",0
1006,"3211",5,"2020-08-08",0
1017,"3212",5,"2020-08-08",0
1148,"3276",4,"2020-08-08",0
1137,"3275",4,"2020-08-08",1
1126,"3274",4,"2020-08-08",0
1115,"3273",4,"2020-08-08",1
1104,"3272",4,"2020-08-08",0
1095,"3271",6,"2020-08-08",0
1084,"3218",6,"2020-08-08",0
1073,"3217",6,"2020-08-08",0
1062,"3216",6,"2020-08-08",1
1051,"3215",6,"2020-08-08",0
1040,"3214",6,"2020-08-08",0
1029,"3213",6,"2020-08-08",0
1018,"3212",6,"2020-08-08",0
1007,"3211",6,"2020-08-08",0
996,"3210",6,"2020-08-08",0
1093,"3271",4,"2020-08-08",0
1082,"3218",4,"2020-08-08",0
1071,"3217",4,"2020-08-08",0
1060,"3216",4,"2020-08-08",0
1049,"3215",4,"2020-08-08",0
1038,"3214",4,"2020-08-08",0
1027,"3213",4,"2020-08-08",0
1180,"3279",3,"2020-08-08",0
1169,"3278",3,"2020-08-08",0
1158,"3277",3,"2020-08-08",0
1147,"3276",3,"2020-08-08",0
1136,"3275",3,"2020-08-08",0
1125,"3274",3,"2020-08-08",0
1114,"3273",3,"2020-08-08",0
1103,"3272",3,"2020-08-08",0
1092,"3271",3,"2020-08-08",0
1081,"3218",3,"2020-08-08",0
1070,"3217",3,"2020-08-08",0
1059,"3216",3,"2020-08-08",0
1048,"3215",3,"2020-08-08",0
1037,"3214",3,"2020-08-08",0
1026,"3213",3,"2020-08-08",0
1015,"3212",3,"2020-08-08",0
1004,"3211",3,"2020-08-08",0
993,"3210",3,"2020-08-08",0
982,"3209",3,"2020-08-08",0
971,"3208",3,"2020-08-08",0
960,"3207",3,"2020-08-08",0
1253,"3206",10,"2020-08-09",0
1478,"3279",4,"2020-08-09",0
1467,"3278",4,"2020-08-09",0
1456,"3277",4,"2020-08-09",0
1445,"3276",4,"2020-08-09",1
1434,"3275",4,"2020-08-09",1
1423,"3274",4,"2020-08-09",0
1412,"3273",4,"2020-08-09",0
1401,"3272",4,"2020-08-09",0
1390,"3271",4,"2020-08-09",1
1379,"3218",4,"2020-08-09",0
1368,"3217",4,"2020-08-09",0
1357,"3216",4,"2020-08-09",0
1346,"3215",4,"2020-08-09",0
1335,"3214",4,"2020-08-09",0
1324,"3213",4,"2020-08-09",0
1313,"3212",4,"2020-08-09",0
1302,"3211",4,"2020-08-09",0
1291,"3210",4,"2020-08-09",0
1280,"3209",4,"2020-08-09",0
1269,"3208",4,"2020-08-09",0
1258,"3207",4,"2020-08-09",0
1247,"3206",4,"2020-08-09",0
1236,"3205",4,"2020-08-09",0
1225,"3204",4,"2020-08-09",0
1214,"3203",4,"2020-08-09",0
1203,"3202",4,"2020-08-09",1
1192,"3201",4,"2020-08-09",0
1365,"3217",1,"2020-08-09",0
1354,"3216",1,"2020-08-09",78
1343,"3215",1,"2020-08-09",0
1332,"3214",1,"2020-08-09",2
1321,"3213",1,"2020-08-09",0
1310,"3212",1,"2020-08-09",0
1299,"3211",1,"2020-08-09",0
1288,"3210",1,"2020-08-09",0
1277,"3209",1,"2020-08-09",0
1266,"3208",1,"2020-08-09",8
1255,"3207",1,"2020-08-09",0
1244,"3206",1,"2020-08-09",0
1233,"3205",1,"2020-08-09",0
1222,"3204",1,"2020-08-09",0
1211,"3203",1,"2020-08-09",0
1200,"3202",1,"2020-08-09",0
1189,"3201",1,"2020-08-09",0
1195,"3201",7,"2020-08-09",0
1206,"3202",7,"2020-08-09",0
1217,"3203",7,"2020-08-09",0
1228,"3204",7,"2020-08-09",0
1239,"3205",7,"2020-08-09",0
1250,"3206",7,"2020-08-09",0
1261,"3207",7,"2020-08-09",3
1272,"3208",7,"2020-08-09",0
1283,"3209",7,"2020-08-09",0
1294,"3210",7,"2020-08-09",0
1305,"3211",7,"2020-08-09",0
1316,"3212",7,"2020-08-09",0
1327,"3213",7,"2020-08-09",15
1338,"3214",7,"2020-08-09",0
1349,"3215",7,"2020-08-09",0
1360,"3216",7,"2020-08-09",1
1371,"3217",7,"2020-08-09",0
1382,"3218",7,"2020-08-09",0
1393,"3271",7,"2020-08-09",0
1404,"3272",7,"2020-08-09",0
1415,"3273",7,"2020-08-09",150
1426,"3274",7,"2020-08-09",0
1437,"3275",7,"2020-08-09",0
1448,"3276",7,"2020-08-09",0
1459,"3277",7,"2020-08-09",0
1470,"3278",7,"2020-08-09",46
1481,"3279",7,"2020-08-09",0
1477,"3279",3,"2020-08-09",0
1466,"3278",3,"2020-08-09",0
1455,"3277",3,"2020-08-09",0
1444,"3276",3,"2020-08-09",0
1433,"3275",3,"2020-08-09",0
1422,"3274",3,"2020-08-09",0
1411,"3273",3,"2020-08-09",0
1400,"3272",3,"2020-08-09",0
1389,"3271",3,"2020-08-09",0
1378,"3218",3,"2020-08-09",0
1367,"3217",3,"2020-08-09",0
1356,"3216",3,"2020-08-09",0
1345,"3215",3,"2020-08-09",0
1334,"3214",3,"2020-08-09",0
1323,"3213",3,"2020-08-09",0
1312,"3212",3,"2020-08-09",0
1301,"3211",3,"2020-08-09",0
1290,"3210",3,"2020-08-09",0
1279,"3209",3,"2020-08-09",0
1268,"3208",3,"2020-08-09",0
1309,"3211",11,"2020-08-09",0
1320,"3212",11,"2020-08-09",0
1331,"3213",11,"2020-08-09",0
1342,"3214",11,"2020-08-09",0
1353,"3215",11,"2020-08-09",0
1364,"3216",11,"2020-08-09",0
1375,"3217",11,"2020-08-09",0
1386,"3218",11,"2020-08-09",0
1397,"3271",11,"2020-08-09",0
1408,"3272",11,"2020-08-09",0
1196,"3201",8,"2020-08-09",167
1207,"3202",8,"2020-08-09",25
1218,"3203",8,"2020-08-09",0
1229,"3204",8,"2020-08-09",26
1240,"3205",8,"2020-08-09",0
1251,"3206",8,"2020-08-09",0
1262,"3207",8,"2020-08-09",0
1273,"3208",8,"2020-08-09",1
1284,"3209",8,"2020-08-09",1
1295,"3210",8,"2020-08-09",7
1306,"3211",8,"2020-08-09",4
1317,"3212",8,"2020-08-09",74
1328,"3213",8,"2020-08-09",0
1339,"3214",8,"2020-08-09",2
1350,"3215",8,"2020-08-09",57
1361,"3216",8,"2020-08-09",32
1372,"3217",8,"2020-08-09",7
1383,"3218",8,"2020-08-09",0
1394,"3271",8,"2020-08-09",46
1405,"3272",8,"2020-08-09",2
1416,"3273",8,"2020-08-09",21
1427,"3274",8,"2020-08-09",0
1438,"3275",8,"2020-08-09",7
1449,"3276",8,"2020-08-09",7
1460,"3277",8,"2020-08-09",0
1471,"3278",8,"2020-08-09",5
1482,"3279",8,"2020-08-09",0
1257,"3207",3,"2020-08-09",0
1246,"3206",3,"2020-08-09",0
1235,"3205",3,"2020-08-09",0
1224,"3204",3,"2020-08-09",0
1213,"3203",3,"2020-08-09",0
1202,"3202",3,"2020-08-09",0
1191,"3201",3,"2020-08-09",0
1476,"3279",2,"2020-08-09",0
1465,"3278",2,"2020-08-09",0
1454,"3277",2,"2020-08-09",0
1443,"3276",2,"2020-08-09",0
1432,"3275",2,"2020-08-09",0
1421,"3274",2,"2020-08-09",0
1410,"3273",2,"2020-08-09",0
1399,"3272",2,"2020-08-09",0
1388,"3271",2,"2020-08-09",21
1377,"3218",2,"2020-08-09",0
1419,"3273",11,"2020-08-09",0
1430,"3274",11,"2020-08-09",0
1441,"3275",11,"2020-08-09",0
1452,"3276",11,"2020-08-09",0
1463,"3277",11,"2020-08-09",0
1474,"3278",11,"2020-08-09",0
1485,"3279",11,"2020-08-09",0
1197,"3201",9,"2020-08-09",229
1208,"3202",9,"2020-08-09",0
1219,"3203",9,"2020-08-09",0
1230,"3204",9,"2020-08-09",14
1241,"3205",9,"2020-08-09",0
1252,"3206",9,"2020-08-09",0
1263,"3207",9,"2020-08-09",0
1274,"3208",9,"2020-08-09",2
1285,"3209",9,"2020-08-09",0
1296,"3210",9,"2020-08-09",2
1307,"3211",9,"2020-08-09",0
1318,"3212",9,"2020-08-09",0
1329,"3213",9,"2020-08-09",0
1340,"3214",9,"2020-08-09",0
1351,"3215",9,"2020-08-09",0
1362,"3216",9,"2020-08-09",0
1373,"3217",9,"2020-08-09",0
1384,"3218",9,"2020-08-09",0
1395,"3271",9,"2020-08-09",2
1406,"3272",9,"2020-08-09",0
1417,"3273",9,"2020-08-09",0
1428,"3274",9,"2020-08-09",0
1439,"3275",9,"2020-08-09",0
1450,"3276",9,"2020-08-09",0
1461,"3277",9,"2020-08-09",0
1472,"3278",9,"2020-08-09",0
1483,"3279",9,"2020-08-09",0
1366,"3217",2,"2020-08-09",0
1355,"3216",2,"2020-08-09",0
1344,"3215",2,"2020-08-09",5
1333,"3214",2,"2020-08-09",0
1322,"3213",2,"2020-08-09",10
1311,"3212",2,"2020-08-09",0
1300,"3211",2,"2020-08-09",0
1289,"3210",2,"2020-08-09",0
1278,"3209",2,"2020-08-09",0
1267,"3208",2,"2020-08-09",0
1256,"3207",2,"2020-08-09",0
1245,"3206",2,"2020-08-09",0
1234,"3205",2,"2020-08-09",0
1223,"3204",2,"2020-08-09",0
1212,"3203",2,"2020-08-09",0
1201,"3202",2,"2020-08-09",0
1190,"3201",2,"2020-08-09",0
1199,"3201",11,"2020-08-09",0
1210,"3202",11,"2020-08-09",0
1221,"3203",11,"2020-08-09",0
1232,"3204",11,"2020-08-09",0
1243,"3205",11,"2020-08-09",0
1254,"3206",11,"2020-08-09",0
1265,"3207",11,"2020-08-09",0
1276,"3208",11,"2020-08-09",0
1287,"3209",11,"2020-08-09",0
1298,"3210",11,"2020-08-09",0
1198,"3201",10,"2020-08-09",3790
1209,"3202",10,"2020-08-09",0
1220,"3203",10,"2020-08-09",0
1231,"3204",10,"2020-08-09",2
1242,"3205",10,"2020-08-09",0
1264,"3207",10,"2020-08-09",0
1275,"3208",10,"2020-08-09",0
1286,"3209",10,"2020-08-09",3
1297,"3210",10,"2020-08-09",0
1308,"3211",10,"2020-08-09",0
1319,"3212",10,"2020-08-09",0
1330,"3213",10,"2020-08-09",0
1341,"3214",10,"2020-08-09",1
1352,"3215",10,"2020-08-09",0
1363,"3216",10,"2020-08-09",18
1374,"3217",10,"2020-08-09",0
1385,"3218",10,"2020-08-09",0
1396,"3271",10,"2020-08-09",0
1407,"3272",10,"2020-08-09",0
1479,"3279",5,"2020-08-09",0
1468,"3278",5,"2020-08-09",0
1457,"3277",5,"2020-08-09",0
1446,"3276",5,"2020-08-09",0
1435,"3275",5,"2020-08-09",0
1424,"3274",5,"2020-08-09",0
1413,"3273",5,"2020-08-09",0
1402,"3272",5,"2020-08-09",0
1391,"3271",5,"2020-08-09",0
1380,"3218",5,"2020-08-09",0
1369,"3217",5,"2020-08-09",0
1358,"3216",5,"2020-08-09",0
1347,"3215",5,"2020-08-09",0
1336,"3214",5,"2020-08-09",0
1325,"3213",5,"2020-08-09",0
1314,"3212",5,"2020-08-09",0
1303,"3211",5,"2020-08-09",0
1292,"3210",5,"2020-08-09",0
1281,"3209",5,"2020-08-09",0
1270,"3208",5,"2020-08-09",0
1259,"3207",5,"2020-08-09",0
1248,"3206",5,"2020-08-09",0
1237,"3205",5,"2020-08-09",0
1226,"3204",5,"2020-08-09",0
1215,"3203",5,"2020-08-09",0
1204,"3202",5,"2020-08-09",0
1193,"3201",5,"2020-08-09",0
1418,"3273",10,"2020-08-09",0
1429,"3274",10,"2020-08-09",1
1440,"3275",10,"2020-08-09",0
1451,"3276",10,"2020-08-09",0
1462,"3277",10,"2020-08-09",0
1473,"3278",10,"2020-08-09",0
1484,"3279",10,"2020-08-09",0
1475,"3279",1,"2020-08-09",0
1464,"3278",1,"2020-08-09",0
1453,"3277",1,"2020-08-09",0
1442,"3276",1,"2020-08-09",0
1431,"3275",1,"2020-08-09",0
1420,"3274",1,"2020-08-09",0
1409,"3273",1,"2020-08-09",0
1398,"3272",1,"2020-08-09",0
1387,"3271",1,"2020-08-09",32
1376,"3218",1,"2020-08-09",0
1194,"3201",6,"2020-08-09",0
1205,"3202",6,"2020-08-09",1
1216,"3203",6,"2020-08-09",0
1227,"3204",6,"2020-08-09",0
1238,"3205",6,"2020-08-09",0
1249,"3206",6,"2020-08-09",0
1260,"3207",6,"2020-08-09",0
1271,"3208",6,"2020-08-09",0
1282,"3209",6,"2020-08-09",0
1293,"3210",6,"2020-08-09",0
1304,"3211",6,"2020-08-09",0
1315,"3212",6,"2020-08-09",0
1326,"3213",6,"2020-08-09",0
1337,"3214",6,"2020-08-09",0
1348,"3215",6,"2020-08-09",0
1359,"3216",6,"2020-08-09",1
1370,"3217",6,"2020-08-09",0
1381,"3218",6,"2020-08-09",0
1392,"3271",6,"2020-08-09",1
1403,"3272",6,"2020-08-09",0
1414,"3273",6,"2020-08-09",0
1425,"3274",6,"2020-08-09",0
1436,"3275",6,"2020-08-09",9
1447,"3276",6,"2020-08-09",25
1458,"3277",6,"2020-08-09",0
1469,"3278",6,"2020-08-09",0
1480,"3279",6,"2020-08-09",0
1503,"3203",7,"2020-08-10",1
1492,"3201",7,"2020-08-10",0
1489,"3201",4,"2020-08-10",0
1500,"3203",4,"2020-08-10",0
1588,"3217",4,"2020-08-10",0
1495,"3201",10,"2020-08-10",0
1506,"3203",10,"2020-08-10",35
1517,"3204",10,"2020-08-10",0
1528,"3205",10,"2020-08-10",7
1539,"3207",10,"2020-08-10",0
1550,"3209",10,"2020-08-10",0
1561,"3212",10,"2020-08-10",15
1572,"3215",10,"2020-08-10",7
1583,"3216",10,"2020-08-10",12
1594,"3217",10,"2020-08-10",0
1577,"3216",4,"2020-08-10",0
1566,"3215",4,"2020-08-10",0
1555,"3212",4,"2020-08-10",0
1544,"3209",4,"2020-08-10",0
1533,"3207",4,"2020-08-10",0
1486,"3201",1,"2020-08-10",0
1497,"3203",1,"2020-08-10",26
1508,"3204",1,"2020-08-10",85
1519,"3205",1,"2020-08-10",0
1530,"3207",1,"2020-08-10",0
1541,"3209",1,"2020-08-10",0
1552,"3212",1,"2020-08-10",2
1563,"3215",1,"2020-08-10",1
1574,"3216",1,"2020-08-10",0
1585,"3217",1,"2020-08-10",0
1593,"3217",9,"2020-08-10",0
1582,"3216",9,"2020-08-10",5
1571,"3215",9,"2020-08-10",0
